label,text
1,first give audience reason want put effort
1,done thousand time already better
0,offensive n waste good cast film denial sincere grief mourning favor bogus spiritualism
0,sunk way much indulgence scene chewing teeth gnashing actorliness
1,fan plympton short may marginally enjoy film doubtful listless feature win new viewer
2,barrel along start becoming mired sentimentality
0,none sound promising indeed first half sorority boy appalling comedy ever spill projector lens
1,kind movie leaf vague impression nasty aftertaste little clear memory operational mechanic
0,punch drunk love convinced brilliance person want smash face
1,overly old fashioned sudsy plotting heavy handed effort modernize encomium diversity tolerance
1,trashy teen sleaze equivalent showgirl
1,production detail lavish film little insight historical period artist particularly sand developed notorious reputation
0,crass insulting homage great film like like hot john wayne classic
2,positive thing said new rob schneider vehicle
2,well pathetic animal
1,sympathy empathy pity fogging screen secret life enters land unintentional melodrama tiresome love triangle
1,problematic character overly convenient plot twist foul shum good intention
1,blade runner would looked like low budget series uhf channel
1,value straight video movie bigger name cast get full theatrical release
1,lackadaisical plotting mindless action benjamin evokes bottom tier blaxploitation flick 1970s
3,never quite make boiling point manages sustain good simmer running time
0,loud silly stupid pointless
2,mandel holland direction uninspired scripting unsurprising performance phifer black ultimately winning
0,find wishing another movie
0,yawn provoking little farm melodrama
1,one set sense humor nerve speak
1,seriously rent disney version
0,david letterman onion proven worst tragedy fertile source humor lawrence fleeting grasp develop
3,like parade predecessor halloween gory slash fest
2,ca n escape past n want
0,abandon leave wanting abandon theater
1,problem idea creation going
3,live action cartoon fast moving cheerfully simplistic minute exaggerated action put together preteen boy mind
1,loquacious dreary piece business
1,audience feel exhaustion watching movie dark dark green exact sour bloody mean
0,director hoffman writer kline agent serve detention
2,dodgy mixture cutesy romance dark satire murder mystery
3,meticulously mounted exasperatingly well behaved film tick kahlo lifetime milestone dutiful precision tax accountant
1,time favor could given audience time day concentrating element revealing alienation among culture people sadly hostile odds one another recklessness retaliation
0,sure take longer heal welt johnny knoxville stomach riot control projectile tortured psyche
2,serving sara long way go reach level crudity latest austin power extravaganza nothing match movie intermittent moment inspiration
0,sure worse poor acting ensemble cast flat dialogue vincent r nebrida gutless direction laurice guillen
1,reason see movie case masochism hour half blow
2,whatever warning kid danger ouija board someone dispense advice film director
1,many merchandised max movie type time appears gone recruiting right band playlist costuming star script handful smart joke much else
0,irwins scene fascinating movie whole cheap junk insult death defying effort
1,routine action joke like cup tea pay get ready big shear
0,one baaaaaaaaad movie
4,man leaving screening said film better saving private ryan
2,may meant internet short saving ryan private
1,windtalker n beat one either
1,may puzzle ardent fan
1,start tart little lemon drop movie end bitter pill
1,never feel anything character result film basically curiosity
2,unfamiliar mormon tradition may find single ward occasionally bewildering
2,ritchie may novel thought head know pose madonna
2,story touching though quite enough emotional resonance variety incident sustain feature even minute feel bit long
1,feel like work artist simply tired fighting fight putting weight world shoulder playing narrative form
1,admit semi amusing watch robert deniro belt jet jet way equally distasteful watch sing lyric tonight
0,whole mess boil transparently hypocritical work feel though trying set woman liberation movement back year
1,cast portrays cartoon counterpart well quite frankly scoob shag n eat enough film
0,old garbage hollywood trying pas acceptable teen entertainment time
1,tv skit com material fervently deposited big screen
1,johnnie wai ka fai sure find enthusiastic audience among american action adventure buff film interest may narrow attract crossover viewer
1,ever movie upbeat ending feel like copout one
0,sorry mess director diabolical debut mad cow
1,attempt nuance given capable cast drowned director jon purdy sledgehammer sap
